,Name,Team,ERA,FIP,WAR,Fantasy PTS
2988,Spencer Howard,Phillies,5.66,5.72,0.0,19.0
2989,Anthony Marzi,Twins,5.63,5.72,0.0,20.0
2990,Devon Carr,,5.44,5.72,0.0,19.0
2991,Alex Robinson,Twins,5.37,5.72,0.0,19.0
2992,Kenneth Sigman,,5.69,5.72,0.0,19.0
2993,Ivan Salas,,5.41,5.72,0.0,19.0
2994,Gerardo Carrillo,Dodgers,5.54,5.72,0.0,19.0
2995,Kelvin Rodriguez,Braves,5.4,5.72,0.0,19.0
2996,Luis Ortiz,Orioles,5.76,5.72,-0.1,44.0
2997,Joe Serrapica,Rays,5.5,5.72,0.0,19.0
2998,Kevin Brown,,5.62,5.72,0.0,19.0
2999,Nick Sawyer,,5.6,5.72,0.0,19.0
3000,Nick Nelson,Yankees,5.62,5.72,0.0,19.0
3001,Luke Harrison,Cardinals,5.6,5.72,0.0,19.0
3002,Brian Trieglaff,Yankees,5.55,5.72,0.0,19.0
3003,Rainy Lara,,5.66,5.72,0.0,20.0
3004,Wladimir Pinto,Tigers,5.62,5.73,0.0,19.0
3005,Willian Soto,Dodgers,5.62,5.73,0.0,19.0
3006,Pedro Payano,,5.6,5.73,0.0,20.0
3007,Danny Garcia,Mariners,5.54,5.73,0.0,20.0
3008,Tommy Doyle,Rockies,5.83,5.73,0.0,19.0
3009,Jahir Perez,,5.62,5.73,0.0,19.0
3010,Erbert Gonzalez,Diamondbacks,5.67,5.73,0.0,19.0
3011,Adonis Rosa,Yankees,5.6,5.73,0.0,20.0
3012,Luis De Paula,,5.41,5.73,0.0,19.0
3013,Omarlin Lopez,,5.57,5.73,0.0,19.0
3014,Jose Pina,,5.69,5.73,0.0,20.0
3015,Matthew Spann,,5.55,5.73,0.0,19.0
3016,Dylan Prohoroff,Pirates,5.73,5.73,0.0,19.0
3017,John Timmins,Giants,5.52,5.73,0.0,19.0
3018,Ramon Delgado,,5.7,5.73,0.0,20.0
3019,Dillon Drabble,Royals,5.63,5.73,0.0,19.0
3020,Chris Anderson,,5.73,5.73,0.0,19.0
3021,Marcos Rivas,,5.6,5.73,0.0,19.0
3022,Ryan Schlosser,Braves,5.63,5.73,0.0,19.0
3023,Zach Quintana,,5.7,5.73,0.0,19.0
3024,Charle Rosario,,5.81,5.74,0.0,20.0
3025,Will Carter,Yankees,5.62,5.74,0.0,19.0
3026,Francisco Jimenez,Orioles,5.64,5.74,0.0,20.0
3027,Jake Elliott,White Sox,5.59,5.74,0.0,19.0
3028,Remey Reed,Marlins,5.54,5.74,0.0,19.0
3029,Wills Montgomerie,Dodgers,5.59,5.74,0.0,19.0
3030,Ryan Castellani,Rockies,5.94,5.74,0.0,19.0
3031,Ozzie Mendez,,5.43,5.74,0.0,19.0
3032,Greg Weissert,Yankees,5.51,5.74,0.0,19.0
3033,Mitchell Osnowitz,Cardinals,5.56,5.74,0.0,19.0
3034,AJ Franks,,5.64,5.74,0.0,19.0
3035,Jaret Hellinger,Royals,5.48,5.74,0.0,19.0
3036,Jeffrey Shields,,5.76,5.74,0.0,20.0
3037,Keith Weisenberg,Braves,5.74,5.74,0.0,19.0
3038,Malvin Pena,Nationals,5.71,5.74,0.0,19.0
3039,Jeremy Gabryszwski,Blue Jays,5.82,5.74,0.0,20.0
3040,Justin Garcia,Indians,5.5,5.74,0.0,19.0
3041,Tom Hackimer,Twins,5.6,5.74,0.0,19.0
3042,Craig Schlitter,Rockies,5.91,5.74,0.0,20.0
3043,Daniel Gonzalez,Red Sox,5.7,5.74,0.0,20.0
3044,C.J. Saylor,Cardinals,5.53,5.74,0.0,19.0
3045,Alex Webb,,5.67,5.74,0.0,19.0
3046,Francis Pena,Giants,5.6,5.74,0.0,19.0
3047,Rafael Cordova,,5.64,5.74,0.0,19.0
3048,Tad Ratliff,Royals,5.67,5.74,0.0,19.0
3049,Alex Caldera,,5.63,5.74,0.0,19.0
3050,Brian McAfee,,5.7,5.75,0.0,19.0
3051,Elvis Diaz,,5.64,5.75,0.0,19.0
3052,Jonathan Hennigan,Phillies,5.46,5.75,0.0,19.0
3053,Robert Coles,,5.7,5.75,0.0,19.0
3054,Yoely Bello,,5.49,5.75,0.0,19.0
3055,Jose Marte,Giants,5.55,5.75,0.0,19.0
3056,J.D. Busfield,,5.75,5.75,0.0,20.0
3057,Zach Logue,Blue Jays,5.72,5.75,0.0,20.0
3058,Jose Chacin,Dodgers,5.63,5.75,0.0,20.0
3059,Luis Madero,Angels,5.59,5.75,0.0,20.0
3060,Enoli Paredes,Astros,5.65,5.75,0.0,19.0
3061,Dominic LoBrutto,Red Sox,5.49,5.75,0.0,19.0
3062,Spenser Watkins,Tigers,5.86,5.75,0.0,20.0
3063,Ariel Gracia,,5.52,5.75,0.0,19.0
3064,Chad Donato,Astros,5.74,5.75,0.0,19.0
3065,Jose Disla,Rays,5.55,5.75,0.0,19.0
3066,Riley O'Brien,Rays,5.62,5.76,0.0,19.0
3067,Nathan Bannister,Mariners,5.63,5.76,0.0,20.0
3068,Cory Malcom,Cardinals,5.62,5.76,0.0,19.0
3069,Evan Hill,Tigers,5.57,5.76,0.0,19.0
3070,Matt Seelinger,Rays,5.57,5.76,0.0,19.0
3071,Casey Meisner,Cardinals,5.61,5.76,0.0,20.0
3072,Reid Anderson,Rangers,5.76,5.76,0.0,19.0
3073,Marco Camarena,,5.64,5.76,0.0,19.0
3074,Matthew Crownover,Nationals,5.54,5.76,0.0,20.0
3075,Michael Velasquez,,5.62,5.76,0.0,20.0
3076,Hengerber Medina,,5.63,5.76,0.0,19.0
3077,Justin Maese,Blue Jays,5.84,5.76,0.0,19.0
3078,John Williamson,,5.52,5.77,0.0,19.0
3079,Jorge L. Rodriguez,Cardinals,5.7,5.77,0.0,19.0
3080,Gage Hinsz,Pirates,5.94,5.77,0.0,20.0
3081,Franderlin Romero,,5.65,5.77,0.0,19.0
3082,Elias Torres,Padres,5.54,5.77,0.0,19.0
3083,Felix Carvallo,Rangers,5.53,5.77,0.0,19.0
3084,Drake Owenby,Brewers,5.62,5.77,0.0,19.0
3085,Luis Rijo,Twins,5.83,5.77,0.0,20.0
3086,J.C. Cloney,Royals,5.63,5.77,0.0,19.0
3087,Zack Mozingo,Rays,5.62,5.77,0.0,19.0
3088,Aaron Leasher,Padres,5.62,5.77,0.0,19.0
3089,Diosdany Castillo,,5.79,5.77,0.0,19.0
3090,Juan Delgadillo,,5.84,5.77,0.0,20.0
3091,Craig Missigman,,5.66,5.77,0.0,19.0
3092,Hunter Greene,Reds,5.74,5.77,0.0,19.0
3093,Emilio Ogando,Royals,5.61,5.77,0.0,20.0
3094,Samuel Reyes,Pirates,5.83,5.77,0.0,19.0
3095,Daniel Lewis,Cubs,5.64,5.77,0.0,19.0
3096,Luis Niebla,Rockies,5.95,5.77,0.0,19.0
3097,Matt Dennis,Rockies,5.97,5.78,0.0,20.0
3098,Ismael Castillo,,5.66,5.78,0.0,19.0
3099,Julio Felix,,5.64,5.78,0.0,19.0
3100,Chris Murphy,Rockies,6.05,5.78,0.0,20.0
3101,Dan Dallas,Padres,5.48,5.78,0.0,19.0
3102,Seth Davis,,5.48,5.78,0.0,19.0
3103,Jared Lyons,Athletics,5.51,5.78,0.0,19.0
3104,Aneury Olivo,,5.62,5.78,0.0,19.0
3105,Sasagi Sanchez,,5.65,5.78,0.0,19.0
3106,Francisco Rosario,,5.72,5.78,0.0,19.0
3107,Cory Jones,Orioles,5.72,5.78,0.0,19.0
3108,Alex Maestri,,5.75,5.78,0.0,19.0
3109,Luis Castillo,,5.68,5.78,0.0,19.0
3110,Hunter Smith,Red Sox,5.76,5.78,0.0,19.0
3111,Cesilio Pimentel,Diamondbacks,5.84,5.78,0.0,19.0
3112,Daysbel Hernandez,Braves,5.66,5.78,0.0,19.0
3113,Javier Garcia,Marlins,5.62,5.78,0.0,19.0
3114,Willie Gabay,,5.65,5.78,0.0,19.0
3115,Keegan Akin,Orioles,5.63,5.78,0.0,19.0
3116,Tanner Allison,Braves,5.55,5.78,0.0,19.0
3117,Zack Draper,Indians,5.64,5.78,0.0,19.0
3118,Will Roberts,Indians,5.74,5.79,0.0,20.0
3119,Carlos Suniaga,Twins,5.78,5.79,0.0,19.0
3120,Taylor Henry,,5.52,5.79,0.0,19.0
3121,Clark Beeker,Twins,5.82,5.79,0.0,20.0
3122,Jhonatan German,Nationals,5.58,5.79,0.0,19.0
3123,Luis Moreno,Giants,5.65,5.79,0.0,19.0
3124,John Kilichowski,Cardinals,5.53,5.79,0.0,19.0
3125,Bowden Francis,Brewers,5.8,5.79,0.0,20.0
3126,Salvador Valdez,,5.75,5.79,0.0,20.0
3127,Jordan Romano,Blue Jays,5.77,5.8,0.0,20.0
3128,Axel Rios,,5.65,5.8,0.0,19.0
3129,Nick Highberger,Athletics,5.64,5.8,0.0,19.0
3130,Greg Jacknewitz,Giants,5.57,5.8,0.0,19.0
3131,Koby Gauna,,5.7,5.8,0.0,19.0
3132,Spencer Adams,White Sox,5.78,5.8,0.0,20.0
3133,Mark Malave,Cubs,5.64,5.8,0.0,19.0
3134,Kyle Hinton,Royals,5.67,5.8,0.0,19.0
3135,Jose Nin,White Sox,5.64,5.8,0.0,19.0
3136,Sandro Cabrera,Giants,5.45,5.8,0.0,19.0
3137,Keenan Bartlett,,5.71,5.81,0.0,19.0
3138,Bubby Rossman,,5.69,5.81,0.0,19.0
3139,Bryce Howe,Marlins,5.66,5.81,0.0,19.0
3140,Ulises Lopez,,5.66,5.81,0.0,19.0
3141,Tyler Buffett,Reds,5.69,5.81,0.0,19.0
3142,Marcos Machado,,5.61,5.81,0.0,19.0
3143,Erling Moreno,Cubs,5.7,5.81,0.0,19.0
3144,Jhoan Quijada,White Sox,5.79,5.81,0.0,20.0
3145,Michael Nix,,5.77,5.81,0.0,19.0
3146,Philip Walby,,5.65,5.81,0.0,19.0
3147,Maikel Aguiar,Cubs,5.58,5.81,0.0,19.0
3148,Damon Jones,Phillies,5.61,5.81,0.0,19.0
3149,Drew Strotman,Rays,5.75,5.81,0.0,19.0
3150,Fredy Quintero,,5.74,5.82,0.0,19.0
3151,Luis Ivan Rodriguez,,5.74,5.82,0.0,19.0
3152,Joaquin Lara,,5.72,5.82,0.0,19.0
3153,Misael Verduzco,,5.7,5.82,0.0,19.0
3154,Bryan Hudson,Cubs,5.56,5.82,0.0,19.0
3155,Braeden Ogle,Pirates,5.8,5.82,0.0,19.0
3156,Cesar Carrillo,,5.71,5.82,0.0,19.0
3157,Esmelvin Jimenez,,5.59,5.82,0.0,19.0
3158,Cody Beckman,Brewers,5.54,5.82,0.0,19.0
3159,Heath Bowers,Athletics,5.63,5.82,0.0,19.0
3160,Parker Mushinski,Astros,5.59,5.82,0.0,19.0
3161,Jairo Beras,Rangers,5.71,5.82,0.0,19.0
3162,Justin Dillon,Blue Jays,5.9,5.82,0.0,20.0
3163,Enrique De Los Rios,Cubs,5.73,5.82,0.0,19.0
3164,Kyle Halbohn,,5.77,5.82,0.0,19.0
3165,Yovanny Cruz,Cubs,5.78,5.82,0.0,19.0
3166,Carlos Teller,,5.62,5.83,0.0,19.0
3167,Nicholas Economos,Pirates,5.9,5.83,0.0,19.0
3168,Deivy Mendez,Pirates,5.69,5.83,0.0,19.0
3169,Carlos Vazquez,,5.57,5.83,0.0,19.0
3170,Kenny Hernandez,Diamondbacks,5.79,5.83,0.0,19.0
3171,Pasquale Mazzoccoli,Pirates,5.89,5.83,0.0,19.0
3172,Brett Hanewich,Angels,5.43,5.83,0.0,19.0
3173,Grant Zawadzki,,5.7,5.83,0.0,19.0
3174,Blake Bass,Rangers,5.76,5.83,0.0,19.0
3175,Angel Mejia,,5.84,5.83,0.0,19.0
3176,Rudy Gonzalez,,5.75,5.83,0.0,19.0
3177,Taylor Ahearn,Red Sox,5.85,5.83,0.0,19.0
3178,Javier Assad,Cubs,5.78,5.83,0.0,19.0
3179,Zack Erwin,Athletics,5.67,5.83,0.0,20.0
3180,Alex Eubanks,Rangers,5.85,5.83,0.0,19.0
3181,Odalvi Javier,Braves,5.79,5.83,0.0,19.0
3182,Jasiel Alvino,Dodgers,5.62,5.84,0.0,19.0
3183,Carson Fulmer,White Sox,5.78,5.84,-0.7,92.0
3184,Geno Encina,,5.79,5.84,0.0,19.0
3185,Connor Eller,,5.83,5.84,0.0,19.0
3186,Jesus Camargo,Cubs,5.8,5.84,0.0,19.0
3187,Ty Tice,Blue Jays,5.79,5.84,0.0,19.0
3188,Jose Lopez Cruz,,5.72,5.84,0.0,19.0
3189,Garrett Cave,Giants,5.61,5.84,0.0,19.0
3190,Alejandro Barraza,,5.7,5.84,0.0,19.0
3191,Enrique Chavez,,5.85,5.84,0.0,19.0
3192,Jake Walsh,Cardinals,5.68,5.84,0.0,20.0
3193,Jackson Stoeckinger,Nationals,5.77,5.84,0.0,20.0
3194,Nick Kuzia,Padres,5.74,5.84,0.0,19.0
3195,Alec Hansen,White Sox,5.7,5.84,0.0,19.0
3196,Packy Naughton,Reds,5.7,5.84,0.0,20.0
3197,Heriberto Rodriguez,,5.78,5.84,0.0,19.0
3198,Ben Wright,White Sox,5.68,5.84,0.0,19.0
3199,Zack Dodson,,5.76,5.84,0.0,19.0
3200,Gregory Soto,Tigers,5.66,5.84,-0.2,36.0
3201,Tony Dibrell,Mets,5.79,5.84,0.0,19.0
3202,Juancito Martinez,,5.78,5.85,0.0,19.0
3203,Rohn Pierce,,5.73,5.85,0.0,19.0
3204,Nick Fanti,Phillies,5.72,5.85,0.0,20.0
3205,Kyle Zurak,Yankees,5.67,5.85,0.0,19.0
3206,Max Almonte,Cardinals,5.72,5.85,0.0,19.0
3207,Anthony Gomez,,5.59,5.85,0.0,19.0
3208,Drew Harrington,White Sox,5.72,5.85,0.0,20.0
3209,Lucas Gilbreath,Rockies,5.94,5.85,0.0,19.0
3210,Ty Culbreth,Rockies,5.96,5.85,0.0,20.0
3211,Resly Linares,Rays,5.6,5.85,0.0,19.0
3212,Tim Cate,Nationals,5.71,5.85,0.0,19.0
3213,Seth Martinez,Athletics,5.74,5.85,0.0,19.0
3214,Parker French,Rockies,6.1,5.86,0.0,20.0
3215,Chris Rodriguez,Angels,5.71,5.86,0.0,19.0
3216,Benny Suarez,,5.82,5.86,0.0,19.0
3217,Cory Thompson,Reds,5.76,5.86,0.0,19.0
3218,Wyatt Marks,Athletics,5.79,5.86,0.0,19.0
3219,Jake Thompson,Red Sox,5.94,5.86,0.0,19.0
3220,Kyle Wilson,Mets,5.85,5.86,0.0,19.0
3221,Colin Rodgers,Mariners,5.65,5.86,0.0,19.0
3222,Mark Simon,,5.85,5.86,0.0,19.0
3223,Yair Lozoya,,5.79,5.86,0.0,19.0
3224,Corey Miller,Athletics,5.76,5.86,0.0,19.0
3225,Lucas Benenati,,5.79,5.86,0.0,19.0
3226,Connor Law,Blue Jays,5.84,5.86,0.0,19.0
3227,Garrett Harrison,Dodgers,5.49,5.86,0.0,19.0
3228,David Ellingson,Mariners,5.71,5.87,0.0,19.0
3229,David Lucroy,Braves,5.74,5.87,0.0,19.0
3230,Robert Corniel,,5.65,5.87,0.0,19.0
3231,Marco Antonio Duarte,,5.89,5.87,0.0,20.0
3232,Matt Ditman,,5.77,5.87,0.0,19.0
3233,J.T. Hintzen,Brewers,5.8,5.87,0.0,19.0
3234,Adonis De La Cruz,Mariners,5.64,5.87,0.0,19.0
3235,Collin Snider,Royals,5.9,5.87,0.0,19.0
3236,Humberto Castellanos,Astros,5.74,5.87,0.0,19.0
3237,Angel Rondon,Cardinals,5.79,5.87,0.0,19.0
3238,Anderson Severino,Yankees,5.5,5.87,0.0,19.0
3239,Raul Carrillo,,5.81,5.87,0.0,18.0
3240,Denny Brady,Angels,5.71,5.87,0.0,19.0
3241,Alex Katz,,5.43,5.87,0.0,19.0
3242,Ty Barkell,,5.75,5.87,0.0,19.0
3243,Luis Carrasco,Phillies,5.71,5.87,0.0,19.0
3244,Octavio Acosta,,5.77,5.87,0.0,19.0
3245,Raul Jacobson,,5.88,5.87,0.0,19.0
3246,Miguel Gutierrez,,5.54,5.87,0.0,19.0
3247,Cameron Griffin,,5.77,5.87,0.0,19.0
3248,Jeremiah Muhammad,,5.65,5.87,0.0,19.0
3249,Luis Fernando Vazquez,,5.8,5.87,0.0,19.0
3250,Carlos De Leon,,5.67,5.88,0.0,19.0
3251,Edwin Salas,,5.77,5.88,0.0,19.0
3252,Rio Gomez,Red Sox,5.69,5.88,0.0,19.0
3253,Alejandro Arteaga,Phillies,5.85,5.88,0.0,19.0
3254,Nick Vespi,Orioles,5.6,5.88,0.0,19.0
3255,Cal Becker,Diamondbacks,5.84,5.88,0.0,19.0
3256,Mark Washington,Dodgers,5.65,5.88,0.0,19.0
3257,Cesar Carrillo,,5.85,5.88,0.0,19.0
3258,Joel Espinal,,5.86,5.89,0.0,19.0
3259,Zeke McGranahan,,5.7,5.89,0.0,19.0
3260,Logan Boyd,,5.78,5.89,0.0,19.0
3261,Oswaldo Pacheco,,5.8,5.89,0.0,19.0
3262,Kyle Wilcox,Mariners,5.61,5.89,0.0,19.0
3263,Brendan King,Cubs,5.86,5.89,0.0,19.0
3264,Louie Lechich,White Sox,5.6,5.89,0.0,19.0
3265,Simon De la Rosa,,5.71,5.89,0.0,19.0
3266,Randy Bell,Mariners,5.88,5.89,0.0,20.0
3267,Jhoan Duran,Twins,5.87,5.89,0.0,19.0
3268,Christian Binford,Tigers,5.85,5.89,0.0,20.0
3269,Adam Quintana,Rangers,5.91,5.89,0.0,19.0
3270,Austin Smith,Padres,5.74,5.89,0.0,19.0
3271,Humberto Mejia,Marlins,5.79,5.89,0.0,19.0
3272,Mac Sceroler,Reds,5.89,5.89,0.0,19.0
3273,Osvaldo Bido,Pirates,6.0,5.89,0.0,19.0
3274,Jonathan Partida,,5.65,5.9,0.0,19.0
3275,Daniel Brown,Brewers,5.6,5.9,0.0,19.0
3276,Joseph Kuzia,Rangers,5.78,5.9,0.0,19.0
3277,Ted Hammond,Mariners,5.73,5.9,0.0,19.0
3278,Austin Pettibone,Rangers,5.8,5.9,0.0,19.0
3279,Austin Urban,,5.77,5.9,0.0,19.0
3280,Jeremy Kivel,,5.69,5.9,0.0,19.0
3281,Christian Talley,Mariners,5.82,5.9,0.0,19.0
3282,Johan Juan,,5.84,5.9,0.0,19.0
3283,Ryan Selmer,,5.77,5.9,0.0,19.0
3284,Jonathan Maciel,,5.86,5.9,0.0,19.0
3285,Jorge Labrador,Giants,5.65,5.9,0.0,19.0
3286,Tanner Duncan,Astros,5.72,5.9,0.0,19.0
3287,Dany Jimenez,Blue Jays,5.83,5.9,0.0,19.0
3288,Weston Davis,Nationals,5.88,5.9,0.0,19.0
3289,Jordan Smith,,5.87,5.9,0.0,19.0
3290,Jeffry Fernandez,,5.84,5.9,0.0,19.0
3291,Hector Galvan,,5.8,5.9,0.0,19.0
3292,Andrew Tomasovich,Athletics,5.58,5.9,0.0,19.0
3293,Gustavo Armas,Phillies,5.89,5.9,0.0,20.0
3294,Chris Pike,Rays,5.79,5.9,0.0,20.0
3295,Rogelio Martinez,,5.86,5.9,0.0,19.0
3296,Eduard Bazardo,Red Sox,5.96,5.9,0.0,20.0
3297,Jesse Stallings,Reds,5.81,5.91,0.0,19.0
3298,Willy Collado,Astros,5.79,5.91,0.0,19.0
3299,Colin McKee,Astros,5.71,5.91,0.0,19.0
3300,Juan Francisco Mendez,,5.83,5.91,0.0,19.0
3301,Angel Araiza,,5.85,5.91,0.0,20.0
3302,Jaison Vilera,Mets,5.87,5.91,0.0,19.0
3303,Winston Lavendier,Angels,5.5,5.91,0.0,19.0
3304,Willy Ortiz,,5.85,5.91,0.0,19.0
3305,Drew Crosby,Tigers,5.77,5.91,0.0,19.0
3306,Nick Neumann,,5.85,5.91,0.0,19.0
3307,Erick Julio,Rockies,6.1,5.91,0.0,19.0
3308,Jordan Piche,Angels,5.68,5.91,0.0,19.0
3309,Federico Castaneda,,5.85,5.91,0.0,19.0
3310,Brian Shaffer,Rays,5.78,5.91,0.0,20.0
3311,Michael Matuella,Rangers,5.93,5.91,0.0,19.0
3312,Luis Pasen,Dodgers,5.62,5.91,0.0,19.0
3313,Sergio Mora,,5.97,5.91,0.0,20.0
3314,Mike Kaelin,Angels,5.61,5.92,0.0,19.0
3315,Fernando Villalobos,,5.82,5.92,0.0,19.0
3316,Connor Brogdon,Phillies,5.83,5.92,0.0,19.0
3317,Mason Thompson,Padres,5.93,5.92,0.0,19.0
3318,Brian Gilbert,,5.77,5.92,0.0,19.0
3319,Juan Rodriguez,,5.8,5.92,0.0,19.0
3320,Danny Gutierrez,,5.85,5.92,0.0,20.0
3321,Francys Peguero,Nationals,5.9,5.92,0.0,19.0
3322,Sam Thoele,,5.81,5.92,0.0,19.0
3323,Travis Blackley,,5.78,5.92,0.0,18.0
3324,Mario Gonzalez,,5.86,5.92,0.0,20.0
3325,Leovanny Rodriguez,Astros,5.94,5.92,0.0,20.0
3326,Connor Bennett,Reds,5.71,5.92,0.0,19.0
3327,Matt Blandino,,5.97,5.92,0.0,20.0
3328,Elias Espino,Mariners,5.87,5.92,0.0,19.0
3329,Jeremy Horst,,5.81,5.92,0.0,19.0
3330,Hector Silvestre,Nationals,5.72,5.92,0.0,20.0
3331,A.J. Puckett,White Sox,5.9,5.92,0.0,19.0
3332,Juan Pablo Oramas,,5.71,5.92,0.0,19.0
3333,Aaron Quillen,,5.87,5.92,0.0,19.0
3334,Jose Reyes,,5.93,5.93,0.0,20.0
3335,Gabriel Valdez,Astros,5.92,5.93,0.0,20.0
3336,Hugo Gutierrez,,5.84,5.93,0.0,19.0
3337,Franklyn Soriano,Diamondbacks,5.89,5.93,0.0,19.0
3338,Bryan Mata,Red Sox,5.89,5.93,0.0,19.0
3339,Conor Harber,Brewers,5.88,5.93,0.0,19.0
3340,Edgar Torres,,5.75,5.93,0.0,19.0
3341,Rodolfo Aguilar,,5.67,5.93,0.0,19.0
3342,Malvin Martinez,Tigers,5.87,5.93,0.0,19.0
3343,Marco Quevedo,,5.9,5.93,0.0,20.0
3344,Nick Monroe,Padres,5.81,5.93,0.0,19.0
3345,Kaleb Fontenot,Rangers,5.86,5.93,0.0,19.0
3346,Garrett Kelly,Cubs,5.77,5.93,0.0,19.0
3347,Josh Pennington,Brewers,5.83,5.93,0.0,19.0
3348,Lachlan Wells,Twins,5.81,5.93,0.0,20.0
3349,Mac Marshall,Giants,5.54,5.93,0.0,19.0
3350,Andrew Vinson,,5.94,5.93,0.0,19.0
3351,Leland Tilley,Cardinals,5.8,5.93,0.0,19.0
3352,Mike Burke,,5.83,5.93,0.0,19.0
3353,Abraham Almonte,Diamondbacks,5.81,5.93,0.0,19.0
3354,Matthew Grimes,Orioles,5.95,5.93,0.0,20.0
3355,Matthew Wynne,Royals,5.84,5.93,0.0,19.0
3356,Phil Morse,Nationals,5.77,5.94,0.0,19.0
3357,Kyle Johnston,Nationals,5.86,5.94,0.0,19.0
3358,Luis Aquino,Cubs,5.74,5.94,0.0,19.0
3359,Jay Groome,Red Sox,5.76,5.94,0.0,19.0
3360,Felipe Arredondo,,5.84,5.94,0.0,20.0
3361,Maverik Buffo,Blue Jays,6.02,5.94,0.0,20.0
3362,Jose Cobos,,5.84,5.94,0.0,19.0
3363,Cameron Mingo,Indians,5.9,5.94,0.0,20.0
3364,Tim Hardy,Astros,5.68,5.94,0.0,19.0
3365,Jordan Guerrero,Padres,5.82,5.94,0.0,19.0
3366,Paul Balestrieri,Cardinals,5.86,5.94,0.0,19.0
3367,Keaton Winn,Giants,5.78,5.94,0.0,19.0
3368,Carter Hope,Royals,5.91,5.94,0.0,20.0
3369,Carlos Guzman,Tigers,6.06,5.94,0.0,19.0
3370,Albinson Volquez,Braves,5.98,5.94,0.0,19.0
3371,Chris Holba,Cardinals,5.94,5.95,0.0,19.0
3372,Fabian Blanco,Cardinals,5.59,5.95,0.0,19.0
3373,Chaz Hebert,,5.82,5.95,0.0,19.0
3374,Tyler Thomas,Rangers,5.9,5.95,0.0,19.0
3375,Ryan Colegate,,5.85,5.95,0.0,19.0
3376,Mario Alcantara,,5.76,5.95,0.0,19.0
3377,Kenny Oakley,Rockies,6.06,5.95,0.0,19.0
3378,Danny Beddes,Pirates,6.07,5.95,0.0,19.0
3379,Ismel Lopez,,5.75,5.95,0.0,19.0
3380,Devin Williams,Brewers,5.94,5.95,0.0,19.0
3381,Carlos Zuniga,,5.69,5.95,0.0,19.0
3382,Sandy Lugo,Twins,5.84,5.95,0.0,19.0
3383,Andy Cox,Reds,5.64,5.95,0.0,19.0
3384,Estevan Gonzalez,,5.74,5.95,0.0,19.0
3385,Enmanuel De Jesus,Red Sox,5.77,5.95,0.0,19.0
3386,Dalton Erb,,5.86,5.95,0.0,19.0
3387,Colton Cross,,5.83,5.95,0.0,19.0
3388,Jaime Lugo,,5.92,5.95,0.0,20.0
3389,Filyer Sanchez,Braves,5.81,5.95,0.0,19.0
3390,David Hess,Orioles,5.97,5.95,-0.3,124.0
3391,Julio Vivas,Pirates,5.94,5.96,0.0,19.0
3392,Juan Perez,Cardinals,5.88,5.96,0.0,19.0
3393,David Whitehead,Phillies,5.96,5.96,0.0,19.0
3394,Dylan Craig,,5.82,5.96,0.0,19.0
3395,Alejandro Flores,,5.84,5.96,0.0,19.0
3396,Jake Steffens,Cubs,5.84,5.96,0.0,19.0
3397,Julian Garcia,Phillies,5.84,5.96,0.0,19.0
3398,Paul Hendrix,,5.83,5.96,0.0,19.0
3399,Henry Henry,Padres,6.0,5.96,0.0,19.0
3400,Scott Sunitsch,Brewers,5.85,5.96,0.0,19.0
3401,Guillermo Trujillo,,5.95,5.96,0.0,19.0
3402,Manny Martinez,,5.86,5.96,0.0,19.0
3403,Eduardo Rivera,,5.71,5.96,0.0,19.0
3404,Carlos Sanabria,Astros,5.85,5.96,0.0,19.0
3405,Joel Inoa,Dodgers,5.78,5.96,0.0,19.0
3406,Victor Diaz,White Sox,5.78,5.96,0.0,19.0
3407,Chris Viall,Mets,5.88,5.96,0.0,19.0
3408,Michael Petersen,Brewers,5.8,5.97,0.0,19.0
3409,Luis Enrique Rodriguez,,5.79,5.97,0.0,19.0
3410,Shawn Semple,Yankees,5.93,5.97,0.0,20.0
3411,Alex Troop,Nationals,5.82,5.97,0.0,19.0
3412,Nick Kennedy,Rockies,6.08,5.97,0.0,19.0
3413,Hildemaro Requena,Red Sox,6.06,5.97,0.0,19.0
3414,Steven Klimek,Orioles,5.9,5.97,0.0,19.0
3415,Adams Cuevas,Blue Jays,6.02,5.97,0.0,19.0
3416,Francisco Campos,,5.96,5.97,0.0,20.0
3417,John Parke,White Sox,5.86,5.97,0.0,20.0
3418,Joaquin De La Cruz,,5.87,5.97,0.0,19.0
3419,Chris Rocha,,5.89,5.97,0.0,19.0
3420,Oscar Hurtado,,5.84,5.97,0.0,19.0
3421,Jonathan Castellanos,,5.93,5.97,0.0,19.0
3422,Gabriel Castellanos,,5.65,5.97,0.0,19.0
3423,Cristian Quintin,,5.87,5.97,0.0,19.0
3424,Colin Holderman,Mets,5.97,5.97,0.0,19.0
3425,Rolando Valdez,,5.92,5.97,0.0,19.0
3426,Jake Kelzer,Phillies,5.87,5.97,0.0,19.0
3427,Alexis Garza,,5.9,5.98,0.0,19.0
3428,Francisco Gil,,5.9,5.98,0.0,19.0
3429,Nicholas Padilla,Rays,5.88,5.98,0.0,19.0
3430,Erick Casillas,,5.85,5.98,0.0,19.0
3431,Andre Davis,White Sox,5.88,5.98,0.0,19.0
3432,Cristian Javier,Astros,5.88,5.98,0.0,19.0
3433,Jake Bray,Athletics,5.95,5.98,0.0,19.0
3434,Werner Leal,Rangers,6.02,5.98,0.0,19.0
3435,Michael Cederoth,,5.76,5.98,0.0,19.0
