Name,Tm,Pos,Top 100,Org Rk,Trend,FV,ETA,Risk,Age,Ht,Wt,Bats,Thr,Signed,Signed From,Video
"Justin Lewis","ARI","RHP",0,29,"","35+",2021,"Med","23.2","6' 7""","205","R","R","2018 Draft Rnd 12 (ARI)","Kentucky",""
"Bryce Montes de Oca","NYM","RHP",0,29,"","35+",2019,"High","22.6","6' 7""","265","R","R","2018 Draft Rnd 9 (NYM)","Missouri",""
"Livan Soto","LAA","SS",0,23,"","35+",2022,"Med","18.4","6' 0""","160","L","R","2016 J2 (ATL)","Venezuela",""
"D'Shawn Knowles","LAA","CF",0,24,"","35+",2023,"High","17.8","6' 0""","165","S","R","2017 J2 (LAA)","Bahamas",""
"Kyle Bradish","LAA","RHP",0,25,"","35+",2020,"High","22.2","6' 4""","190","R","R","2018 Draft Rnd 4 (LAA)","New Mexico State",""
"Ryan Boldt","TBR","CF",0,40,"","35+",2020,"Med","24.0","6' 2""","210","L","R","2016 Draft Rnd 2 (TBR)","Nebraska",""
"Alexander Ramirez","LAA","RF",0,26,"","35+",2023,"High","15.8","6' 2""","180","R","R","2018 J2 (LAA)","Dominican Republic",""
"Matt Krook","TBR","LHP",0,41,"","35+",2019,"High","24.1","6' 4""","225","L","L","2016 Draft Rnd 4 (SFG)","Oregon",""
"Jhonleider Salinas","TBR","RHP",0,42,"","35+",2021,"High","23.1","6' 7""","215","R","R","2014 J2 (CLE)","Venezuela",""
"Taj Bradley","TBR","RHP",0,43,"","35+",2023,"High","17.6","6' 2""","185","R","R","2018 Draft Rnd 5 (TBR)","Redan HS",""
"Grant Witherspoon","TBR","RF",0,44,"","35+",2021,"Med","22.1","6' 3""","200","L","L","2018 Draft Rnd 4 (TBR)","Tulane",""
"Chris Betts","TBR","C",0,45,"","35+",2021,"High","21.7","6' 2""","215","L","R","2015 Draft Rnd 2 (TBR)","Wilson HS (CA)",""
"Josh Stowers","SEA","LF",0,18,"","35+",2021,"Med","21.7","6' 0""","205","R","R","2018 Draft Rnd 2 (SEA)","Louisville","tMqgzAIr2Ds"
"Ariel Sandoval","SEA","RF",0,19,"","35+",2020,"Med","23.0","6' 2""","180","R","R","2015 J2 (LAD)","Dominican Republic",""
"Ivan Fortunato","SEA","RHP",0,20,"","35+",2022,"Med","19.9","6' 1""","170","R","R","2015 J2 (SEA)","Dominican Republic",""
"Michael Plassmeyer","SEA","LHP",0,21,"","35+",2020,"Med","22.0","6' 2""","200","L","L","2018 Draft Rnd 4 (SEA)","Missouri",""
"Kyle Young","PHI","LHP",0,28,"","35+",2021,"High","20.9","6' 10""","205","L","L","2016 Draft Rnd 22 (PHI)","St. Dominic HS (NY)",""
"Joe Rizzo","SEA","3B",0,22,"&darr;","35+",2020,"Low","20.6","5' 9""","200","L","R","2016 Draft Rnd 2 (SEA)","Oakton HS (VA)","VU5-CG99f8E"
"Jose Pujols","PHI","RF",0,29,"","35+",2021,"High","23.1","6' 3""","175","R","R","2012 J2 (PHI)","Dominican Republic",""
"Manuel Silva","PHI","LHP",0,30,"","35+",2022,"High","19.9","6' 2""","145","L","L","2015 J2 (PHI)","Dominican Republic",""
"Logan Simmons","PHI","SS",0,31,"","35+",2024,"High","18.6","6' 2""","185","R","R","2018 Draft Rnd 6 (PHI)","Tatnall Square HS (GA)","ka3N60dJS34"
"Ramon Rosso","PHI","RHP",0,32,"","35+",2020,"Med","22.4","6' 4""","215","R","R","2015 J2 (LAD)","Dominican Republic",""
"Jose Taveras","PHI","RHP",0,33,"&darr;","35+",2019,"Med","25.0","6' 4""","210","R","R","2013 J2 (PHI)","Dominican Republic",""
"Rafael Marchan","PHI","CF",0,34,"","35+",2022,"High","19.7","5' 9""","170","S","R","2015 J2 (PHI)","Venezuela",""
"Sean Wymer","TOR","RHP",0,33,"","35+",2020,"Low","21.6","6' 1""","190","R","R","2018 Draft Rnd 4 (TOR)","TCU","jNNjJFDJ0y0"
"Justin Maese","TOR","RHP",0,34,"&darr;","35+",2020,"High","22.0","6' 3""","190","R","R","2015 Draft Rnd 3 (TOR)","Yselta HS (TX)",""
"Kevin Vicuna","TOR","SS",0,35,"","35+",2021,"Med","20.8","6' 0""","140","R","R","2014 J2 (TOR)","Venezuela",""
"Cristian Heredia","SDP","CF",0,47,"","35+",2023,"High","17.6","6' 3""","175","R","R","2017 J2 (SDP)","Spain",""
"Ryan Noda","TOR","1B",0,36,"","35+",2021,"Med","22.6","6' 3""","217","L","L","2017 Draft Rnd 15 (TOR)","Cincinnati",""
"Sean Guilbe","SDP","SS",0,48,"","35+",2023,"High","18.9","6' 1""","190","R","R","2018 Draft Rnd 12 (SDP)","Muhlenburg HS (PA)","vPFvp7QrEuE"
"Otto Lopez","TOR","SS",0,37,"&uarr;","35+",2022,"Med","20.1","5' 10""","160","R","R","2016 J2 (TOR)","Dominican Republic",""
"Jawuan Harris","SDP","CF",0,49,"","35+",2022,"High","22.0","5' 9""","195","R","R","2018 Draft Rnd 7 (SDP)","Rutgers","8rhCq-LE7dY"
"Luken Baker","STL","1B",0,30,"","35+",2021,"High","21.7","6' 4""","265","R","R","2018 Draft Rnd 2 (STL)","TCU",""
"Jayce Easley","TEX","SS",0,36,"","35+",2023,"High","19.3","5' 10""","150","S","R","2018 Draft Rnd 5 (TEX)","O'Connor HS (AZ)","xwmOqWB9Uj0"
"Lars Nootbaar","STL","1B",0,31,"","35+",2021,"High","21.2","6' 2""","205","L","R","2018 Draft Rnd 8 (STL)","USC",""
"Ariel Jurado","TEX","RHP",0,37,"","35+",2018,"Low","22.8","5' 11""","180","R","R","2012 J2 (TEX)","Panama",""
"Ivan Herrera","STL","C",0,32,"","35+",2023,"High","18.4","6' 0""","180","R","R","2016 J2 (STL)","Panama",""
"Frainyer Chavez","TEX","SS",0,38,"","35+",2021,"Med","19.5","5' 10""","170","S","R","2018 Draft Rnd 22 (TEX)","Midland JC (TX)",""
"Jose Rodriguez","TEX","C",0,39,"","35+",2024,"High","17.1","6' 0""","185","L","R","2018 J2 (TEX)","Venezuela",""
"Michael Grove","LAD","RHP",0,25,"","35+",2022,"High","21.9","6' 3""","200","R","R","2018 Draft Rnd 2 (LAD)","West Virginia",""
"Miguel Vargas","LAD","3B",0,26,"","35+",2022,"Med","19.0","6' 3""","200","R","R","2017 J2 (LAD)","Cuba",""
"Ronny Brito","LAD","2B",0,27,"","35+",2022,"High","19.6","6' 0""","165","R","R","2015 J2 (LAD)","Dominican Republic",""
"Leonel Valera","LAD","SS",0,28,"","35+",2023,"High","19.3","6' 1""","165","R","R","2015 J2 (LAD)","Venezuela",""
"Luis Curbelo","CHW","3B",0,29,"","35+",2021,"High","21.0","6' 3""","185","R","R","2016 Draft Rnd 6 (CHW)","Cocoa HS (FL)",""
"Jacob Amaya","LAD","SS",0,29,"","35+",2022,"Med","20.2","6' 0""","180","R","R","2017 Draft Rnd 11 (LAD)","South Hills HS (CA)",""
"Yordi Rosario","CHW","RHP",0,30,"","35+",2022,"High","19.8","6' 2""","185","R","R","2015 J2 (CHW)","Dominican Republic",""
"John Rooney","LAD","LHP",0,30,"","35+",2020,"Med","21.8","6' 5""","235","R","L","2018 Draft Rnd 3 (LAD)","Hofstra",""
"Braydon Fisher","LAD","RHP",0,31,"","35+",2023,"High","18.3","6' 4""","180","R","R","2018 Draft Rnd 4 (LAD)","Clear Falls HS","80c54YEZ9ds"
"Jerming Rosario","LAD","RHP",0,32,"","35+",2024,"High","16.2","6' 1""","175","R","R","2018 J2 (LAD)","Dominican Republic","SUik4eAyV0E"
"Luis Verdugo","CHC","SS",0,28,"","35+",2023,"High","18.1","6' 0""","172","R","R","2017 J2 (CHC)","Mexico",""
"Jose Paulino","CHC","LHP",0,29,"&darr;","35+",2019,"High","23.6","6' 2""","180","L","L","2011 J2 (CHC)","Dominican Republic",""
"Eddy Martinez","CHC","CF",0,30,"&darr;","35+",2019,"Med","23.8","6' 1""","195","R","R","2015 J2 (CHC)","Cuba","iYUBEpPUA-I"
"Carlos Sanabria","HOU","RHP",0,29,"","35+",2020,"High","21.8","6' 0""","165","R","R","2013 J2 (HOU)","Venezuela",""
"Fernando Kelli","CHC","CF",0,31,"","35+",2023,"Med","20.3","6' 0""","180","R","R","2015 J2 (CHC)","Venezuela",""
"Cristian Javier","HOU","RHP",0,30,"","35+",2020,"High","21.6","6' 1""","170","R","R","2014 J2 (HOU)","Dominican Republic",""
"Erich Uelmen","CHC","RHP",0,32,"","35+",2020,"Med","22.5","6' 3""","185","R","R","2017 Draft Rnd 4 (CHC)","Cal Poly",""
"Deury Carrasco","HOU","SS",0,31,"","35+",2023,"High","19.1","5' 9""","165","L","R","2016 J2 (HOU)","Dominican Republic",""
"Peter Solomon","HOU","RHP",0,32,"","35+",2020,"Med","22.2","6' 4""","200","R","R","2017 Draft Rnd 4 (HOU)","Notre Dame",""
"Cody Deason","HOU","RHP",0,33,"","35+",2020,"Med","21.9","6' 3""","205","R","R","2018 Draft Rnd 5 (HOU)","Arizona","Zbsr_re14dU"
"Alex McKenna","HOU","CF",0,34,"","35+",2021,"Med","21.2","6' 2""","200","R","R","2018 Draft Rnd 4 (HOU)","Cal Poly",""
"Brandon Bielak","HOU","RHP",0,35,"","35+",2020,"Med","22.6","6' 1""","210","R","R","2017 Draft Rnd 11 (HOU)","Notre Dame",""
"Kit Scheetz","HOU","RHP",0,36,"&uarr;","35+",2019,"Low","24.5","5' 10""","185","L","L","2017 UDFA (HOU)","Virginia Tech",""
"Enoli Paredes","HOU","RHP",0,37,"&uarr;","35+",2020,"High","23.1","5' 11""","165","R","R","2014 J2 (HOU)","Dominican Republic",""
"Ryan Feltner","COL","RHP",0,27,"","35+",2021,"High","22.2","6' 4""","190","R","R","2018 Draft Rnd 4 (COL)","Ohio State",""
"Cristopher Navarro","COL","SS",0,28,"","35+",2022,"Med","19.4","6' 4""","152","R","R","2015 J2 (COL)","Dominican Republic",""
"Fadriel Cruz","COL","2B",0,29,"","35+",2024,"High","18.0","5' 10""","170","L","R","2016 J2 (COL)","Dominican Republic",""
"Kody Clemens","DET","2B",0,32,"","35+",2021,"Med","22.5","6' 1""","170","L","R","2018 Draft Rnd 3 (DET)","Texas",""
"Yolki Pena","COL","CF",0,30,"","35+",2024,"High","18.6","6' 0""","165","L","L","2016 J2 (COL)","Dominican Republic",""
"Alvaro Gonzalez","DET","SS",0,33,"","35+",2023,"High","18.2","6' 0""","165","R","R","2017 J2 (DET)","Venezuela",""
"Adam Wolf","DET","LHP",0,34,"","35+",2021,"Low","21.9","6' 6""","225","L","L","2018 Draft Rnd 5 (DET)","Louisville",""
